,,,,,,,,,,,,,,,,,,,,,,
,8,,7,,3,,,-4,,,"CAT-040-16",,,,,,"Guide Wire 1.6",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT822",,,,,,,,,,,"S/N:",,"001",,,,"A/O WRIST FUSION SET SS ""C"" 1",,,,,
,2,,1,,0,,,-1,,,"242.520",,,,,,"Plate Wrist Fusion 8 Hole Short Bend",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT823",,,,,,,,,,,"S/N:",,"001",,,,"A/O DHS 1 STEP LOCKING SIDE PLATES ""C"" 1",,,,,
,2,,1,,0,,,-1,,,"338.348",,,,,,"Impactor Cap (Plastic)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT824",,,,,,,,,,,"S/N:",,"001",,,,"A/O ANGULAR STABLE LOCKING SYSTEM ""C"" 1",,,,,
,12,,2,,1,,,-1,,,"03.025.135",,,,,,"Drill Reamer Long 6.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT846",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY CORAIL TOTAL HIP SYSTEM ""C"" 1",,,,,
,4,,1,,0,,,-1,,,"D257004100",,,,,,"Calcar Planer Sm",,,,,
,39,,1,,0,,,-1,,,"253094000",,,,,,"Trials Femoral Head 32mm Black +13",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT852",,,,,,,,,,,"S/N:",,"001",,,,"A/O FLEXIBLE REAMERS 1",,,,,
,4,,1,,0,,,-1,,,"03.010.093",,,,,,"Rod Reaming-Push",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT857",,,,,,,,,,,"S/N:",,"002",,,,"ZIMMER NINOMIYA TIBIAL RESECTION 2",,,,,
,1,,1,,0,,,-1,,,"5785-97",,,,,,"Hammer/Extractor Slap",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT865",,,,,,,,,,,"S/N:",,"001",,,,"ACUMED ANATOMIC RADIAL HEAD SET ""C"" 1",,,,,
,10,,2,,1,,,-1,,,"80-0100",,,,,,"Drill Cannulated Long",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT866",,,,,,,,,,,"S/N:",,"001",,,,"ZIMMER PERSONNA FEM GEN KIT ""C"" 1",,,,,
,20,,2,,0,,,-2,,,"42-5399-017-00",,,,,,"Tibial Sizing Plate Handle",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT870",,,,,,,,,,,"S/N:",,"001",,,,"A/O 2.4MM VA DISTAL RADIUS SET ""C"" 1",,,,,
,41,,10,,8,,,-2,,,"02.210.120",,,,,,"Screw Variable Angle Locking 2.4x20mm",,,,,
,49,,3,,2,,,-1,,,"201.756",,,,,,"Screw 6mm",,,,,
,90,,2,,1,,,-1,,,"311.43",,,,,,"Handle W/Quick Coupling",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O 2.4MM VA DISTAL RADIUS SET ""C"" 2",,,,,
,25,,1,,0,,,-1,,,"02.111.720",,,,,,"Plate 7 Hole Head 2 Hole Shaft Right",,,,,1
,41,,10,,9,,,-1,,,"02.210.120",,,,,,"Screw Variable Angle Locking 2.4x20mm",,,,,4
,42,,10,,9,,,-1,,,"02.210.122",,,,,,"Screw Variable Angle Locking 2.4x22mm",,,,,2
,103,,10,,8,,,-2,,,"02.111.500.10",,,,,,"Reduction Wire Small Stop 1.25mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT875",,,,,,,,,,,"S/N:",,"001",,,,"A/O 2.7/3.5 VA-LCP ANKLE TRAUMA INSTR & SCREWS ""C"" 1",,,,,
,27,,1,,0,,,-1,,,"310.87",,,,,,"Countersink 2.7mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT891",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY SUMMIT BROACHES AND TAPERED REAMERS ""C"" 1",,,,,
,15,,1,,0,,,-1,,,"D244300000",,,,,,"Quick Couple Reamer Adapter",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"DEPUY SUMMIT BROACHES AND TAPERED REAMERS ""C"" 2",,,,,
,15,,1,,0,,,-1,,,"D244300000",,,,,,"Quick Couple Reamer Adapter",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT895",,,,,,,,,,,"S/N:",,"001",,,,"ACUMED ACUTRAK 2 MICRO MINI STANDARD 1",,,,,
,45,,4,,3,,,-1,,,"WS-1407ST",,,,,,"Guide Wires Smooth .054",,,,,
,51,,4,,3,,,-1,,,"WS-1106ST",,,,,,"Acutrak Guidewire",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT904",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY PINNACLE CUP CORE CASE ""C"" 1",,,,,
,13,,1,,0,,,-1,,,"221701053",,,,,,"Trials Acetabular Cup 53mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT908",,,,,,,,,,,"S/N:",,"001",,,,"ACUMED ACU-LOC 2 V/A WRIST PLATING SET ""C"" 1",,,,,
,104,,4,,3,,,-1,,,"WS-0906ST",,,,,,"Guide Wires .035 X  6""",,,,,
,184,,2,,0,,,-2,,,"MS-DC28",,,,,,"Drill 2.8mm Qr",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"ACUMED ACU-LOC 2 V/A WRIST PLATING SET ""C"" 2",,,,,
,49,,2,,0,,,-2,,,"30-2314",,,,,,"Screw Locking VA 2.3mm 14mm",,,,,
,50,,3,,2,,,-1,,,"30-2316",,,,,,"Screw Locking VA 2.3mm 16mm",,,,,
,54,,2,,0,,,-2,,,"30-2324",,,,,,"Screw Locking VA 2.3mm 24mm",,,,,
,56,,2,,0,,,-2,,,"30-2328",,,,,,"Screw Locking VA 2.3mm 28mm",,,,,
,104,,4,,3,,,-1,,,"WS-0906ST",,,,,,"Guide Wires .035 X  6""",,,,,
,127,,4,,0,,,-4,,,"WS-1406ST",,,,,,"Guide Wire .054x6""",,,,,
,148,,4,,2,,,-2,,,"COS2318",,,,,,"Screw Locking Smooth 2.3x18mm",,,,,2
,149,,4,,3,,,-1,,,"COS2320",,,,,,"Screw Locking Smooth 2.3x20mm",,,,,1
,160,,4,,3,,,-1,,,"COT2318",,,,,,"Screw Locking 2.3x18mm",,,,,1
,161,,4,,3,,,-1,,,"COT2320",,,,,,"Screw Locking 2.3x20mm",,,,,1
,177,,3,,2,,,-1,,,"CON2324",,,,,,"Screw Non-Locking 2.3x24mm",,,,,1
,196,,4,,2,,,-2,,,"300257",,,,,,"Screw Non Locking Hexalobe 3.5x12mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT909",,,,,,,,,,,"S/N:",,"002",,,,"REVISION CEMENT REMOVAL INSTRUMENTS 2",,,,,
,28,,1,,0,,,-1,,,"2420-40",,,,,,"Forceps X-Tra Long",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT910",,,,,,,,,,,"S/N:",,"001",,,,"REVISION AUXILLARY INSTRUMENTS 1",,,,,
,5,,1,,0,,,-1,,,"6020-24",,,,,,"Osteotome Cvd 15 15° 9mm",,,,,
,6,,1,,0,,,-1,,,"6020-34",,,,,,"Osteotome 13 Cvd 15° Hd 7mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT911",,,,,,,,,,,"S/N:",,"001",,,,"A/O MODULAR LOCKING CLAVICLE PLATE SYSTEM ""C"" 1",,,,,
,36,,2,,1,,,-1,,,"201.762",,,,,,"Screw 12mm",,,,,
,37,,2,,1,,,-1,,,"201.764",,,,,,"Screw 14mm",,,,,
,38,,2,,1,,,-1,,,"201.766",,,,,,"Screw 16mm",,,,,
,61,,2,,1,,,-1,,,"03.211.001",,,,,,"2.4mm/2.7mm Variable Angle LCP Plate Holding Pins",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT912",,,,,,,,,,,"S/N:",,"001",,,,"ACUMED ACUTRAK SCREW REMOVAL TRAY 1",,,,,
,32,,1,,0,,,-1,,,"80-0610",,,,,,"Removal Tip Shaft QR",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT917",,,,,,,,,,,"S/N:",,"001",,,,"ACUTRAK 2 MICRO EXTENSION SCREW SET 1",,,,,
,13,,2,,1,,,-1,,,"AT2-C30",,,,,,"Micro Extension 30mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT926",,,,,,,,,,,"S/N:",,"001",,,,"STRYKER MATTA PELVIC INSTRUMENTS ""C"" 1",,,,,
,4,,2,,1,,,-1,,,"700354",,,,,,"Drill Bit 4.5 x 180mm",,,,,
,47,,1,,0,,,-1,,,"700354",,,,,,"Drill Bit 4.5 x 180mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT927",,,,,,,,,,,"S/N:",,"001",,,,"STRYKER MATTA PELVIC SCREWS ""C"" 1",,,,,
,2,,4,,2,,,-2,,,"338610",,,,,,"Screw Cortical Full Thread Self Tapping 3.5 x 10mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT950",,,,,,,,,,,"S/N:",,"001",,,,"ZIMMER DISTAL LATERAL FIBULAR LCK INSTS & IMPLANTS ""C"" 1",,,,,
,108,,1,,0,,,-1,,,"4814-006",,,,,,"Elevator Periosteal 6mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT973",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY DELXTND GLENOID DELTA XTEND ""C"" 1",,,,,
,16,,5,,4,,,-1,,,"230790004",,,,,,"Screw Guide Pin D 1.2 x 5",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT974",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY DELXTND HUM 2 DELTA ""C"" 1",,,,,
,5,,1,,0,,,-1,,,"230701031",,,,,,"Goniometer",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT975",,,,,,,,,,,"S/N:",,"001",,,,"DEPUY DELXTND HUM 1 DELTA ""C"" 1",,,,,
,32,,2,,1,,,-1,,,"230785000",,,,,,"Hum Resection Protecting Plate",,,,,
,35,,2,,0,,,-2,,,"939999315",,,,,,"Drill Bit 3.2mm Diameter",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT977",,,,,,,,,,,"S/N:",,"001",,,,"MIDAS REX ORTHO 1",,,,,
,3,,1,,0,,,-1,,,"ASMC",,,,,,"Legend Metal Cutter Attach 9cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"MIDAS REX ORTHO 2",,,,,
,3,,1,,0,,,-1,,,"ASMC",,,,,,"Legend Metal Cutter Attach 9cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT980",,,,,,,,,,,"S/N:",,"001",,,,"A/O TFNA PERCUTANEOUS INSTRUMENTS ""C"" 1",,,,,
,5,,6,,4,,,-2,,,"09.037.010",,,,,,"Guide Wires 3.2mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT981",,,,,,,,,,,"S/N:",,"001",,,,"A/O TFNA LOCKING INSTRUMENTS ""C"" 1",,,,,
,38,,2,,1,,,-1,,,"357.415",,,,,,"Shaft Hexagonal 5.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"A/O TFNA LOCKING INSTRUMENTS ""C"" 2",,,,,
,38,,2,,1,,,-1,,,"357.415",,,,,,"Shaft Hexagonal 5.0mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT982",,,,,,,,,,,"S/N:",,"001",,,,"A/O TFNA INSERTION INSTRUMENTS ""C"" 1",,,,,
,17,,1,,0,,,-1,,,"351.719",,,,,,"Depth Gauge Extension Tube",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EORT988",,,,,,,,,,,"S/N:",,"002",,,,"MEDTRONIC UNIVERSAL DRILL GUIDE  2",,,,,
,7,,1,,0,,,-1,,,"PN960-524",,,,,,"Bit 3mm Universal Drill Guide",,,,,
,9,,1,,0,,,-1,,,"PN960-717",,,,,,"Adjustable Drill Stop 3.2mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA002",,,,,,,,,,,"S/N:",,"001",,,,"BASIC CRANIOFACIAL PAN 1 1",,,,,
,61,,1,,0,,,-1,,,"166503",,,,,,"Probe  6""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA003",,,,,,,,,,,"S/N:",,"001",,,,"BASIC PLASTIC 1",,,,,
,50,,1,,0,,,-1,,,"OPO705",,,,,,"Knife Handle Beaver Short 4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"002",,,,"BASIC PLASTIC 2",,,,,
,7,,1,,0,,,-1,,,"BC314R",,,,,,"Suture Scissors 5-3/4"" Str B/b",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"BASIC PLASTIC 3",,,,,
,46,,1,,0,,,-1,,,"09-0235",,,,,,"Elevator Molt",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"007",,,,"BASIC PLASTIC 7",,,,,
,50,,1,,0,,,-1,,,"OPO705",,,,,,"Knife Handle Beaver Short 4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"009",,,,"BASIC PLASTIC 9",,,,,
,10,,1,,0,,,-1,,,"121412",,,,,,"Forceps Foerster Sponge Serrated Str 7""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA029",,,,,,,,,,,"S/N:",,"001",,,,"DR HIJJAWI INSTRUMENTS 1",,,,,
,7,,2,,0,,,-2,,,"KM 41-440",,,,,,"Needleholder  Cutting  12Cm Length",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA051",,,,,,,,,,,"S/N:",,"002",,,,"IMPL STRYKER CMF/UPPER MIDFACE  #2 ""C"" 2",,,,,
,30,,25,,24,,,-1,,,"5012004",,,,,,"Self Tapping Screws 1.2 X 4mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA057",,,,,,,,,,,"S/N:",,"001",,,,"IMPL STRYKER LEIBINGER RAPID MMF/PLASTICS ""C"" 1",,,,,
,2,,16,,12,,,-4,,,"5020362",,,,,,"Screw MMF Cross Pin Self Drilling 12mm",,,,,
,6,,2,,1,,,-1,,,"01-03015",,,,,,"Screwdriver Tip",,,,,
,7,,20,,10,,,-10,,,"01-03490",,,,,,"Ligature Wire Blunt 0.5x160mm 24 Ga (10/P)",,,,,
,8,,20,,19,,,-1,,,"01-03492",,,,,,"Ligature Wire Blunt 0.64x160mm 22 Ga (10/P)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA062",,,,,,,,,,,"S/N:",,"001",,,,"SYNTHES MODULAR HAND TI SYSTEM PLASTICS ""C""  1",,,,,
,71,,1,,0,,,-1,,,"316.403",,,,,,"Drill Bit 1.3mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA063",,,,,,,,,,,"S/N:",,"001",,,,"IMPL SYNTHES MANDIBLE/PLASTIC ""C"" 1",,,,,
,8,,1,,0,,,-1,,,"347.98",,,,,,"Forcep Plate Holding",,,,,
,21,,2,,1,,,-1,,,"317.876",,,,,,"Drill Bit Calibrated - 1.5mm",,,,,
,22,,2,,1,,,-1,,,"317.875",,,,,,"Drill Bit  Trocar W/6mm Stop - 1.5mm",,,,,
,24,,1,,0,,,-1,,,"347.987",,,,,,"Plate Holding Instrument 1.5/2.0mm",,,,,
,30,,1,,0,,,-1,,,"313.939",,,,,,"Screwdriver Blade",,,,,
,32,,1,,0,,,-1,,,"313.925",,,,,,"Screwdriver Self Retaining 2.4/3.0",,,,,
,35,,1,,0,,,-1,,,"311.24",,,,,,"Tap 2.4mm",,,,,
,36,,1,,0,,,-1,,,"317.855",,,,,,"Drill Bit  2.0mm",,,,,
,37,,1,,0,,,-1,,,"310.532",,,,,,"Drill Bit 2.4mm",,,,,
,40,,10,,6,,,-4,,,"401.043",,,,,,"Screw   6mm",,,,,
,44,,10,,9,,,-1,,,"401.047",,,,,,"Screw  14mm",,,,,
,45,,10,,9,,,-1,,,"401.048",,,,,,"Screw  16mm",,,,,
,77,,2,,1,,,-1,,,"447.118",,,,,,"Plate Ang Locking  3 + 3 Hole",,,,,
,90,,1,,0,,,-1,,,"313.253",,,,,,"Screwdriver  Blades",,,,,
,92,,1,,0,,,-1,,,"312.156",,,,,,"Drill Guide Threaded",,,,,
,93,,2,,1,,,-1,,,"317.835",,,,,,"1.5mm Drill Bit Stryker - J Latch 110mm",,,,,
,94,,2,,1,,,-1,,,"317.66",,,,,,"Drill Bit W/Stop - 1.5mm",,,,,
,96,,1,,0,,,-1,,,"317.855",,,,,,"Drill Bit  2.0mm",,,,,
,97,,1,,0,,,-1,,,"329.530",,,,,,"Bend Template F/mand Lock Plate 447.109",,,,,
,98,,1,,0,,,-1,,,"329.524",,,,,,"Bending Template  Straight",,,,,
,99,,1,,0,,,-1,,,"329.522",,,,,,"Bending Template  4 x 4 Angle",,,,,
,112,,4,,3,,,-1,,,"401.538",,,,,,"Screw   38mm",,,,,
,113,,4,,2,,,-2,,,"401.540",,,,,,"Cort Screw Titn Self Tap 2.4x40mm",,,,,
,146,,2,,0,,,-2,,,"310.532",,,,,,"Drill Bit 2.4mm",,,,,
,147,,2,,1,,,-1,,,"449.621",,,,,,"Plate Str 20 Hole",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA070",,,,,,,,,,,"S/N:",,"002",,,,"MICRO HAND PLASTIC 2",,,,,
,39,,1,,0,,,-1,,,"65150",,,,,,"Clamp Nerve Double Lg",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA076",,,,,,,,,,,"S/N:",,"001",,,,"POW ELANE I 1",,,,,
,23,,1,,0,,,-1,,,"ZB252",,,,,,"Cutter 2.0mm Long",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA077",,,,,,,,,,,"S/N:",,"001",,,,"POW ELANE II 1",,,,,
,14,,1,,0,,,-1,,,"220",,,,,,"Crescent Wrench",,,,,
,29,,1,,0,,,-1,,,"GC594",,,,,,"Saws Reciprocating",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA085",,,,,,,,,,,"S/N:",,"001",,,,"RETR LIGHTED BREAST 1",,,,,
,6,,1,,0,,,-1,,,"LO2529",,,,,,"Retractor       1""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA088",,,,,,,,,,,"S/N:",,"006",,,,"3M APPROXIMATOR PLASTICS 6",,,,,
,7,,1,,0,,,-1,,,"JFLP-3",,,,,,"Forceps Tying (Sm Circle at Tip of Forcep)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA092",,,,,,,,,,,"S/N:",,"001",,,,"SYNTHES WRIST FUSION 1",,,,,
,36,,5,,4,,,-1,,,"404.028",,,,,,"Screw 3.5mm x 28mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA094",,,,,,,,,,,"S/N:",,"005",,,,"TENDON FRACTURE 5",,,,,
,20,,2,,1,,,-1,,,"425530",,,,,,"Forcep - Points 0.5mm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA095",,,,,,,,,,,"S/N:",,"004",,,,"VASCULAR/PLASTIC 4",,,,,
,18,,2,,1,,,-1,,,"LX 205",,,,,,"Appliers Ligaclip Medium 5-3/4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA197",,,,,,,,,,,"S/N:",,"001",,,,"POW REM B STRYKER PLASTICS 1",,,,,
,24,,10,,8,,,-2,,,"GS78.2010",,,,,,"K-Wires .035 4""",,,,,
,25,,10,,8,,,-2,,,"GS78.2020",,,,,,"K-Wires .045 4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"POW REM B STRYKER PLASTICS 4",,,,,
,24,,10,,9,,,-1,,,"GS78.2010",,,,,,"K-Wires .035 4""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA206",,,,,,,,,,,"S/N:",,"004",,,,"BACK-UP BIPOLAR TIPS 4",,,,,
,2,,1,,0,,,-1,,,"S03-628NS",,,,,,"Jeweler Str 4.7"" 0.25mm Tip Insulated",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA252",,,,,,,,,,,"S/N:",,"003",,,,"DEEP SOFT TISSUE  3",,,,,
,27,,1,,0,,,-1,,,"BC314R",,,,,,"Suture Scissors 5-3/4"" Str B/b",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"011",,,,"DEEP SOFT TISSUE 11",,,,,
,63,,2,,0,,,-2,,,"164118",,,,,,"Retractor Deaver  8x1""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA253",,,,,,,,,,,"S/N:",,"002",,,,"DR HIJJAWI MICRO 2",,,,,
,3,,2,,1,,,-1,,,"FRS-18 RM-8D",,,,,,"Vessel Dilator  18Cm",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"EPLA255",,,,,,,,,,,"S/N:",,"002",,,,"IMPL STRYKER MANDIBLE TRAUMA # 2 ""C"" 2",,,,,
,78,,1,,0,,,-1,,,"6217517",,,,,,"Drill Guide Insert For 1.7mm Locking Screws",,,,,
,79,,1,,0,,,-1,,,"6400132",,,,,,"Mesh Bender",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"003",,,,"IMPL STRYKER MANDIBLE TRAUMA # 2 ""C"" 3",,,,,
,10,,10,,2,,,-8,,,"5020414",,,,,,"Screw Bone Cross Pin  2.0x14mm",,,,,
,11,,5,,4,,,-1,,,"5020416",,,,,,"Screw Bone Cross Pin  2.0x16mm",,,,,
,32,,2,,1,,,-1,,,"6016535",,,,,,"Drill  1.6 X 85mm  26mm Working Length  Stryker End",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,57,,2,,1,,,-1,,,"6016035",,,,,,"Drill Working Length 35mm 1.6x115mm Stryker Shaft",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,78,,1,,0,,,-1,,,"6217517",,,,,,"Drill Guide Insert For 1.7mm Locking Screws",,,,,
,79,,1,,0,,,-1,,,"6400132",,,,,,"Mesh Bender",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
